"id","civilite","prenom","nom","naissance","profession","groupe","ncirco","circo","debut","duree","age","premiereElection"
"538","M.","Émile","Blessig","-713235600","Avocat","UMP","7","Bas-Rhin","1182290400","13.4036734099","63","1998"
"542","M.","Serge","Blisko","-630723600","Médecin","SRC","10","Paris","1182290400","16.8450377722","60","1983"
"543","M.","Patrick","Bloche","-425869200","Directeur commercial","SRC","7","Paris","1182290400","14.4413188582","54","1997"
"546","M.","Roland","Blum","-772336800","Avocat","UMP","1","Bouches-du-Rhône","1182290400","25.4091491115","65","1986"
"551","M.","Alain","Bocquet","-746586000","Éducateur spécialisé","GDR","20","Nord","1182290400","33.2914215276","64","1978"
"560","M.","Daniel","Boisserie","-743734800","Architecte","SRC","2","Haute-Vienne","1182290400","14.4413188582","64","1997"
"580","M.","Maxime","Bono","-699584400","Inspecteur des impôts","SRC","1","Charente-Maritime","1182290400","12.6151723832","63","1999"
"588","M.","Jean-Louis","Borloo","-591325200","Avocat","UMP","21","Nord","1292281200","10.1373033437","59","1993"
"594","M.","Joseph","Bossé","-753584400","Retraité","UMP","7","Maine-et-Loire","1311976800","0.286630288742","64","2011"
"599","M.","Jean-Michel","Boucheron","-688698000","Assistant d'Université","SRC","1","Ille-et-Vilaine","1182290400","30.1757473319","62","1981"
"612","M.","Bruno","Bourg-Broc","-784170000","Professeur","UMP","4","Marne","1248300000","27.5171801404","65","1982"
"621","M.","Pierre","Bourguignon","-880509600","Sociologue urbaniste","SRC","3","Seine-Maritime","1182290400","26.1045632114","68","1981"
"624","Mme","Chantal","Bourragué","-752115600","Cadre commercial","UMP","1","Gironde","1182290400","9.39545985753","64","2002"
"627","Mme","Danielle","Bousquet","-777780000","Chef d'établissement","SRC","1","Côtes-d'Armor","1182290400","14.4413188582","65","1997"
"633","M.","Michel","Bouvard","-466909200","Chargé de mission","UMP","3","Savoie","1182290400","18.4933380232","55","1993"
"634","M.","Loïc","Bouvard","-1292198400","Conseil en management","UMP","4","Morbihan","1182290400","38.3071641696","81","1973"
"653","M.","Patrick","Braouezec","-601434000","Instituteur","GDR","2","Seine-Saint-Denis","1182290400","18.4933380232","61","1993"
"654","M.","Jean-Pierre","Brard","-691117200","Instituteur","GDR","7","Seine-Saint-Denis","1182290400","23.1586357644","62","1988"
"667","M.","Philippe","Briand","-289789200","Chef d'entreprise et assureur","UMP","5","Indre-et-Loire","1182290400","18.4933380232","50","1993"
"680","M.","François","Brottes","-434077200","Directeur associé de société","SRC","5","Isère","1182290400","14.4413188582","54","1997"
"689","Mme","Marie-George","Buffet","-651805200","Employée","GDR","4","Seine-Saint-Denis","1182290400","9.48580893351","61","1997"
"690","M.","Michel","Buillard","-609469200","Fonctionnaire","UMP","1","Polynésie Française","1182290400","14.48238662","60","1997"
"691","M.","Yves","Bur","-593744400","Chirurgien-dentiste","UMP","4","Bas-Rhin","1182290400","16.2619896317","59","1995"
"696","M.","Dominique","Bussereau","-551322000","Conseil en entreprises","UMP","4","Charente-Maritime","1292281200","12.2536620022","58","1986"
"704","M.","Alain","Cacheux","-698374800","Ancien chargé d'études","SRC","3","Nord","1182290400","9.44200332091","64","1997"
"706","M.","Jérôme","Cahuzac","-553395600","Chirurgien","SRC","3","Lot-et-Garonne","1182290400","9.44200332091","58","1997"
"707","M.","Dominique","Caillaud","-745376400","Gérant de société","UMP","2","Vendée","1182290400","14.4413188582","64","1997"
"719","M.","Jean-Christophe","Cambadélis","-580179600","Conseiller en communication","SRC","20","Paris","1182290400","19.2407712881","59","1988"
"732","M.","Bernard","Carayon","-386643600","Avocat et maître de conférences à l'IEP de Paris","UMP","4","Tarn","1182290400","13.4474790225","53","1993"
"733","M.","Thierry","Carcenac","-600742800","Inspecteur principal des impôts","SRC","2","Tarn","1182290400","14.4413188582","61","1997"
"735","M.","Christophe","Caresche","-294454800","Chargé d'études","SRC","18","Paris","1182290400","14.4413188582","50","1997"
"746","M.","Gilles","Carrez","-673491600","Fonctionnaire de l'Etat en disponibilité","UMP","5","Val-de-Marne","1182290400","18.4112024996","62","1993"
"765","M.","Laurent","Cathala","-766198800","Cadre hospitalier","SRC","2","Val-de-Marne","1182290400","28.3660279616","65","1981"
"785","M.","Bernard","Cazeneuve","-207795600","Avocat au Barreau de Paris","SRC","5","Manche","1182290400","9.44200332091","47","1997"
"810","M.","Jean-Paul","Chanteguet","-633142800","Conseiller économique","SRC","3","Indre","1182290400","19.2407712881","62","1988"
"815","M.","Gérard","Charasse","-813200400","Chargé de mission d'inspection de l'enseignement technique retraité","SRC","4","Allier","1182290400","14.4413188582","66","1997"
"825","M.","Hervé","de Charette","-991702800","Avocat","NC","6","Maine-et-Loire","1182290400","19.3393339164","72","1986"
"856","M.","Gérard","Cherpion","-687920400","Pharmacien","UMP","2","Vosges","1182290400","13.4474790225","62","1993"
"872","M.","Alain","Claeys","-673837200","Enseignant","SRC","1","Vienne","1182290400","14.4413188582","62","1997"
"876","M.","Pascal","Clément","-777607200","Avocat à la cour","UMP","6","Loire","1182290400","29.2147617056","65","1978"
"877","Mme","Marie-Françoise","Clergeau","-683773200","Attachée commerciale","SRC","2","Loire-Atlantique","1182290400","14.4413188582","62","1997"
"885","M.","Yves","Cochet","-753498000","Informaticien","GDR","11","Paris","1182290400","13.5871094126","64","1997"
"886","M.","Gilles","Cocquempot","-542595600","Chargé de mission","SRC","7","Pas-de-Calais","1182290400","10.85462025","58","2001"
"891","M.","Pierre","Cohen","-624416400","Ingénieur de recherche à l' INRIA","SRC","3","Haute-Garonne","1182290400","14.4413188582","60","1997"
"909","M.","Georges","Colombier","-940986000","Salarié de l'industrie","UMP","7","Isère","1182290400","25.4091491115","70","1986"
"911","Mme","Geneviève","Colot","-616294800",,"UMP","3","Essonne","1182290400","11.2352955865","60","1995"
"917","M.","Jean-François","Copé","-178592400","Administrateur civil et avocat","UMP","6","Seine-et-Marne","1182290400","6.31537772201","46","1995"
"923","M.","François","Cornut-Gentille","-366512400","Cadre d'entreprise","UMP","2","Haute-Marne","1182290400","18.4933380232","52","1993"
"934","M.","René","Couanau","-1056502800","Inspecteur général de l'administration de l'Éducation nationale retraité","NI","7","Ille-et-Vilaine","1182290400","25.4091491115","74","1986"
"942","M.","Charles","de Courson","-560134800","Magistrat à la Cour des comptes (conseiller référendaire)","NC","5","Marne","1182290400","18.4933380232","58","1993"
"946","M.","Alain","Cousin","-717469200","Agent général d'assurances","UMP","3","Manche","1182290400","23.292790453","63","1988"
"951","M.","Jean-Michel","Couve","-946598400","Cardiologue","UMP","4","Var","1182290400","25.4091491115","70","1986"
"998","M.","Olivier","Dassault","-586573200","Président de sociétés","UMP","1","Oise","1182290400","17.9786220752","59","1988"
